Latitude (decimal degrees):	51.498
Longitude (decimal degrees):	10.810
Elevation (m):	201
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 11 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20201013:2210,0.0,0.0,7.11,2.48,0.0
20201013:2310,0.0,0.0,7.35,2.83,0.0
20201014:0010,0.0,0.0,7.46,3.03,0.0
20201014:0110,0.0,0.0,7.49,3.03,0.0
20201014:0210,0.0,0.0,7.38,3.17,0.0
20201014:0310,0.0,0.0,7.22,3.24,0.0
20201014:0410,0.0,0.0,7.1,3.38,0.0
20201014:0510,0.0,0.0,7.09,3.66,0.0
20201014:0610,11.35,4.16,7.05,3.79,0.0
20201014:0710,24.6,12.63,7.12,4.28,0.0
20201014:0810,46.35,20.03,7.08,4.41,0.0
20201014:0910,101.22,25.81,7.15,5.17,0.0
20201014:1010,73.79,29.42,7.39,6.14,0.0
20201014:1110,93.65,30.4,7.55,5.79,0.0
20201014:1210,91.76,28.62,7.63,5.38,0.0
20201014:1310,63.38,24.31,7.49,5.66,0.0
20201014:1410,83.25,17.99,7.41,5.17,0.0
20201014:1510,24.6,10.23,7.25,5.17,0.0
20201014:1610,0.0,0.0,7.11,5.17,0.0
20201014:1710,0.0,0.0,7.05,5.1,0.0
20201014:1810,0.0,0.0,7.05,4.97,0.0
20201014:1910,0.0,0.0,7.34,4.9,0.0
20201014:2010,0.0,0.0,7.34,4.97,0.0
20201014:2110,0.0,0.0,7.33,4.9,0.0
20201014:2210,0.0,0.0,7.3,4.69,0.0
20201014:2310,0.0,0.0,7.27,4.41,0.0
20201015:0010,0.0,0.0,7.26,4.21,0.0
20201015:0110,0.0,0.0,7.24,4.0,0.0
20201015:0210,0.0,0.0,7.25,3.72,0.0
20201015:0310,0.0,0.0,7.25,3.79,0.0
20201015:0410,0.0,0.0,7.26,3.86,0.0
20201015:0510,0.0,0.0,7.32,3.79,0.0
20201015:0610,30.92,3.89,7.41,3.66,0.0
20201015:0710,30.27,12.35,7.18,3.79,0.0
20201015:0810,87.03,19.72,7.46,4.07,0.0
20201015:0910,50.14,25.48,7.66,4.41,0.0
20201015:1010,64.33,29.06,7.79,4.41,0.0
20201015:1110,45.41,30.03,8.15,4.9,0.0
20201015:1210,71.89,28.24,8.6,5.31,0.0
20201015:1310,87.03,23.95,8.94,5.31,0.0
20201015:1410,50.14,17.64,8.75,4.41,0.0
20201015:1510,36.89,9.89,8.63,4.07,0.0
20201015:1610,0.0,0.0,8.38,4.34,0.0
20201015:1710,0.0,0.0,8.2,4.41,0.0
20201015:1810,0.0,0.0,8.14,4.28,0.0
20201015:1910,0.0,0.0,7.86,3.86,0.0
20201015:2010,0.0,0.0,7.81,3.79,0.0
20201015:2110,0.0,0.0,7.82,3.79,0.0
20201015:2210,0.0,0.0,7.82,3.72,0.0
20201015:2310,0.0,0.0,7.87,3.66,0.0
20201016:0010,0.0,0.0,7.91,3.45,0.0
20201016:0110,0.0,0.0,7.97,3.31,0.0
20201016:0210,0.0,0.0,8.0,3.24,0.0
20201016:0310,0.0,0.0,7.98,3.38,0.0
20201016:0410,0.0,0.0,7.94,3.59,0.0
20201016:0510,0.0,0.0,7.87,3.59,0.0
20201016:0610,15.21,3.62,7.8,3.45,0.0
20201016:0710,77.66,12.06,7.39,3.24,0.0
20201016:0810,169.05,19.41,7.55,3.31,0.0
20201016:0910,181.97,25.14,8.22,3.79,0.0
20201016:1010,90.81,28.71,8.4,3.59,0.0
20201016:1110,208.31,29.66,9.28,3.79,0.0
20201016:1210,121.09,27.87,9.42,3.52,0.0
20201016:1310,406.33,23.58,9.38,3.38,0.0
20201016:1410,66.22,17.29,9.21,3.24,0.0
20201016:1510,37.84,9.56,9.07,3.03,0.0
20201016:1610,0.0,0.0,8.64,2.55,0.0
20201016:1710,0.0,0.0,8.27,2.48,0.0
20201016:1810,0.0,0.0,8.09,2.48,0.0
20201016:1910,0.0,0.0,7.65,2.28,0.0
20201016:2010,0.0,0.0,7.46,2.21,0.0
20201016:2110,0.0,0.0,7.2,2.14,0.0
20201016:2210,0.0,0.0,7.1,2.0,0.0
20201016:2310,0.0,0.0,7.02,1.79,0.0
20201017:0010,0.0,0.0,6.96,1.66,0.0
20201017:0110,0.0,0.0,6.85,1.52,0.0
20201017:0210,0.0,0.0,6.6,1.52,0.0
20201017:0310,0.0,0.0,6.36,1.52,0.0
20201017:0410,0.0,0.0,6.13,1.45,0.0
20201017:0510,0.0,0.0,5.87,1.45,0.0
20201017:0610,10.41,3.36,5.49,1.52,0.0
20201017:0710,83.68,11.78,6.08,1.38,0.0
20201017:0810,87.98,19.1,6.73,1.52,0.0
20201017:0910,114.46,24.81,7.36,1.79,0.0
20201017:1010,140.0,28.35,8.04,1.72,0.0
20201017:1110,212.45,29.29,8.44,1.72,0.0
20201017:1210,72.84,27.5,8.65,2.0,0.0
20201017:1310,52.97,23.22,8.91,2.07,0.0
20201017:1410,37.84,16.95,8.93,1.86,0.0
20201017:1510,16.08,9.22,8.59,1.31,0.0
20201017:1610,0.0,0.0,8.21,1.38,0.0
20201017:1710,0.0,0.0,7.7,1.59,0.0
20201017:1810,0.0,0.0,7.43,1.66,0.0
20201017:1910,0.0,0.0,6.65,1.86,0.0
20201017:2010,0.0,0.0,6.17,2.0,0.0
20201017:2110,0.0,0.0,5.82,2.07,0.0
20201017:2210,0.0,0.0,5.35,2.14,0.0
20201017:2310,0.0,0.0,5.05,2.14,0.0
20201018:0010,0.0,0.0,4.64,2.28,0.0
20201018:0110,0.0,0.0,4.48,2.28,0.0
20201018:0210,0.0,0.0,4.43,2.34,0.0
20201018:0310,0.0,0.0,4.5,2.48,0.0
20201018:0410,0.0,0.0,4.48,2.55,0.0
20201018:0510,0.0,0.0,4.55,2.83,0.0
20201018:0610,4.73,3.09,4.67,2.97,0.0
20201018:0710,80.02,11.49,6.0,3.38,0.0
20201018:0810,139.66,18.8,6.98,4.34,0.0
20201018:0910,130.57,24.48,7.91,4.21,0.0
20201018:1010,305.86,28.0,8.79,4.28,0.0
20201018:1110,210.74,28.92,9.59,4.48,0.0
20201018:1210,65.27,27.13,10.17,4.76,0.0
20201018:1310,132.2,22.87,9.96,4.76,0.0
20201018:1410,76.62,16.61,9.73,4.21,0.0
20201018:1510,43.97,8.9,9.54,3.72,0.0
20201018:1610,0.0,0.0,9.1,3.45,0.0
20201018:1710,0.0,0.0,8.74,3.24,0.0
20201018:1810,0.0,0.0,8.44,3.03,0.0
20201018:1910,0.0,0.0,8.2,3.38,0.0
20201018:2010,0.0,0.0,8.12,3.31,0.0
20201018:2110,0.0,0.0,8.16,3.24,0.0
20201018:2210,0.0,0.0,8.17,3.1,0.0
20201018:2310,0.0,0.0,8.13,3.03,0.0
20201019:0010,0.0,0.0,8.09,2.97,0.0
20201019:0110,0.0,0.0,8.03,2.9,0.0
20201019:0210,0.0,0.0,7.92,2.83,0.0
20201019:0310,0.0,0.0,7.6,2.48,0.0
20201019:0410,0.0,0.0,7.32,2.21,0.0
20201019:0510,0.0,0.0,7.16,2.0,0.0
20201019:0610,4.73,2.82,6.92,1.93,0.0
20201019:0710,56.86,11.21,7.39,1.59,0.0
20201019:0810,85.14,18.49,8.23,2.34,0.0
20201019:0910,107.84,24.15,9.04,2.97,0.0
20201019:1010,151.44,27.64,9.91,3.38,0.0
20201019:1110,132.44,28.56,10.71,3.45,0.0
20201019:1210,154.66,26.77,10.94,3.1,0.0
20201019:1310,182.25,22.51,11.25,3.17,0.0
20201019:1410,94.06,16.27,11.52,2.83,0.0
20201019:1510,90.54,8.57,11.3,1.79,0.0
20201019:1610,0.0,0.0,10.54,1.45,0.0
20201019:1710,0.0,0.0,9.32,1.66,0.0
20201019:1810,0.0,0.0,7.63,1.86,0.0
20201019:1910,0.0,0.0,5.92,1.93,0.0
20201019:2010,0.0,0.0,4.62,2.07,0.0
20201019:2110,0.0,0.0,3.79,2.07,0.0
20201019:2210,0.0,0.0,3.3,2.0,0.0
20201019:2310,0.0,0.0,3.34,2.21,0.0
20201020:0010,0.0,0.0,3.24,2.14,0.0
20201020:0110,0.0,0.0,2.81,2.07,0.0
20201020:0210,0.0,0.0,2.45,2.34,0.0
20201020:0310,0.0,0.0,2.27,2.21,0.0
20201020:0410,0.0,0.0,2.03,2.21,0.0
20201020:0510,0.0,0.0,1.91,2.28,0.0
20201020:0610,12.1,2.55,1.79,2.21,0.0
20201020:0710,111.86,10.92,2.74,2.0,0.0
20201020:0810,180.41,18.18,6.07,1.93,0.0
20201020:0910,144.99,23.82,8.43,2.76,0.0
20201020:1010,126.76,27.29,10.38,3.1,0.0
20201020:1110,656.6,28.2,12.19,3.66,0.0
20201020:1210,105.0,26.41,13.64,3.93,0.0
20201020:1310,223.85,22.16,14.44,4.0,0.0
20201020:1410,68.11,15.93,14.29,3.66,0.0
20201020:1510,35.0,8.25,13.9,3.66,0.0
20201020:1610,0.0,0.0,13.25,3.72,0.0
20201020:1710,0.0,0.0,12.54,3.59,0.0
20201020:1810,0.0,0.0,11.88,3.45,0.0
20201020:1910,0.0,0.0,10.93,3.38,0.0
20201020:2010,0.0,0.0,10.65,3.38,0.0
20201020:2110,0.0,0.0,10.43,2.69,0.0
20201020:2210,0.0,0.0,10.2,2.0,0.0
20201020:2310,0.0,0.0,9.93,2.0,0.0
20201021:0010,0.0,0.0,10.04,2.14,0.0
20201021:0110,0.0,0.0,10.18,2.21,0.0
20201021:0210,0.0,0.0,10.08,2.21,0.0
20201021:0310,0.0,0.0,9.96,2.0,0.0
20201021:0410,0.0,0.0,9.84,1.66,0.0
20201021:0510,0.0,0.0,9.62,1.38,0.0
20201021:0610,0.0,0.0,9.54,1.52,0.0
20201021:0710,51.26,10.64,10.24,2.21,0.0
20201021:0810,133.7,17.88,10.62,2.76,0.0
20201021:0910,101.22,23.49,11.36,3.1,0.0
20201021:1010,102.17,26.94,13.46,3.38,0.0
20201021:1110,360.92,27.84,14.83,3.59,0.0
20201021:1210,140.26,26.05,15.71,3.59,0.0
20201021:1310,188.7,21.82,16.44,3.38,0.0
20201021:1410,208.2,15.6,17.11,3.86,0.0
20201021:1510,53.67,7.94,16.88,4.34,0.0
20201021:1610,0.0,0.0,16.49,4.62,0.0
20201021:1710,0.0,0.0,16.01,4.76,0.0
20201021:1810,0.0,0.0,15.65,4.97,0.0
20201021:1910,0.0,0.0,15.29,4.97,0.0
20201021:2010,0.0,0.0,15.42,5.52,0.0
20201021:2110,0.0,0.0,15.49,5.72,0.0
20201021:2210,0.0,0.0,15.43,5.72,0.0
20201021:2310,0.0,0.0,15.31,5.66,0.0
20201022:0010,0.0,0.0,15.1,5.38,0.0
20201022:0110,0.0,0.0,14.76,4.9,0.0
20201022:0210,0.0,0.0,14.36,4.48,0.0
20201022:0310,0.0,0.0,13.73,4.0,0.0
20201022:0410,0.0,0.0,13.2,3.52,0.0
20201022:0510,0.0,0.0,12.67,3.24,0.0
20201022:0610,0.0,0.0,12.3,3.03,0.0
20201022:0710,101.13,10.35,12.92,3.45,0.0
20201022:0810,361.51,17.57,14.27,2.97,0.0
20201022:0910,72.84,23.16,15.88,4.0,0.0
20201022:1010,184.88,26.6,16.73,4.07,0.0
20201022:1110,689.65,27.48,17.61,4.21,0.0
20201022:1210,680.74,25.7,18.07,4.55,0.0
20201022:1310,494.08,21.47,18.23,4.69,0.0
20201022:1410,343.61,15.27,18.0,4.14,0.0
20201022:1510,124.12,7.62,17.4,3.59,0.0
20201022:1610,0.0,0.0,16.24,3.31,0.0
20201022:1710,0.0,0.0,15.36,3.03,0.0
20201022:1810,0.0,0.0,14.56,2.97,0.0
20201022:1910,0.0,0.0,15.35,3.93,0.0
20201022:2010,0.0,0.0,15.51,4.21,0.0
20201022:2110,0.0,0.0,15.18,4.0,0.0
20201022:2210,0.0,0.0,14.78,3.86,0.0
20201022:2310,0.0,0.0,14.34,3.59,0.0
20201023:0010,0.0,0.0,14.01,3.24,0.0
20201023:0110,0.0,0.0,13.3,2.83,0.0
20201023:0210,0.0,0.0,12.99,2.41,0.0
20201023:0310,0.0,0.0,12.75,2.14,0.0
20201023:0410,0.0,0.0,12.76,1.79,0.0
20201023:0510,0.0,0.0,12.83,1.66,0.0
20201023:0610,0.0,0.0,12.75,1.66,0.0
20201023:0710,11.35,10.07,13.13,1.86,0.0
20201023:0810,61.49,17.27,13.78,2.41,0.0
20201023:0910,79.46,22.83,14.48,2.34,0.0
20201023:1010,48.24,26.25,14.51,2.0,0.0
20201023:1110,36.89,27.13,14.47,1.93,0.0
20201023:1210,50.14,25.35,14.48,2.07,0.0
20201023:1310,46.35,21.13,14.15,2.34,0.0
20201023:1410,17.97,14.95,13.92,2.62,0.0
20201023:1510,19.87,7.31,13.74,2.83,0.0
20201023:1610,0.0,0.0,13.48,3.03,0.0
20201023:1710,0.0,0.0,13.23,3.31,0.0
20201023:1810,0.0,0.0,13.09,3.45,0.0
20201023:1910,0.0,0.0,12.64,2.41,0.0
20201023:2010,0.0,0.0,12.33,2.21,0.0
20201023:2110,0.0,0.0,11.62,2.21,0.0
20201023:2210,0.0,0.0,11.33,2.34,0.0
20201023:2310,0.0,0.0,11.16,2.62,0.0
20201024:0010,0.0,0.0,11.41,2.69,0.0
20201024:0110,0.0,0.0,11.66,2.62,0.0
20201024:0210,0.0,0.0,11.2,2.34,0.0
20201024:0310,0.0,0.0,10.65,2.48,0.0
20201024:0410,0.0,0.0,10.3,2.76,0.0
20201024:0510,0.0,0.0,10.22,3.1,0.0
20201024:0610,0.0,0.0,10.3,3.45,0.0
20201024:0710,109.12,9.79,11.12,3.66,0.0
20201024:0810,299.58,16.96,11.67,3.66,0.0
20201024:0910,106.9,22.51,12.54,4.55,0.0
20201024:1010,485.82,25.91,13.56,4.48,0.0
20201024:1110,566.56,26.78,14.04,4.83,0.0
20201024:1210,394.62,25.0,14.46,4.97,0.0
20201024:1310,178.47,20.8,14.56,4.9,0.0
20201024:1410,392.14,14.63,14.5,4.69,0.0
20201024:1510,99.38,7.01,14.27,4.14,0.0
20201024:1610,0.0,0.0,13.96,4.07,0.0
20201024:1710,0.0,0.0,13.77,4.21,0.0
20201024:1810,0.0,0.0,13.59,4.28,0.0
20201024:1910,0.0,0.0,12.71,3.93,0.0
20201024:2010,0.0,0.0,12.23,3.79,0.0
20201024:2110,0.0,0.0,12.35,3.93,0.0
20201024:2210,0.0,0.0,12.31,3.93,0.0
20201024:2310,0.0,0.0,11.86,3.86,0.0
20201025:0010,0.0,0.0,11.33,3.72,0.0
20201025:0110,0.0,0.0,10.91,3.66,0.0
20201025:0210,0.0,0.0,10.68,3.59,0.0
20201025:0310,0.0,0.0,10.49,3.45,0.0
20201025:0410,0.0,0.0,10.36,3.45,0.0
20201025:0510,0.0,0.0,10.09,3.31,0.0
20201025:0610,0.0,0.0,9.77,3.24,0.0
20201025:0710,34.06,9.51,10.29,3.93,0.0
20201025:0810,107.81,16.66,11.45,3.52,0.0
20201025:0910,127.11,22.18,12.87,4.28,0.0
20201025:1010,147.01,25.57,14.1,4.41,0.0
20201025:1110,271.53,26.43,15.14,4.41,0.0
20201025:1210,201.65,24.65,15.6,4.0,0.0
20201025:1310,26.49,20.47,15.71,3.59,0.0
20201025:1410,67.16,14.31,15.45,3.24,0.0
20201025:1510,13.24,6.71,14.75,2.97,0.0
20201025:1610,0.0,0.0,13.98,2.83,0.0
20201025:1710,0.0,0.0,13.16,2.9,0.0
20201025:1810,0.0,0.0,12.6,3.1,0.0
20201025:1910,0.0,0.0,12.26,2.83,0.0
20201025:2010,0.0,0.0,12.06,2.69,0.0
20201025:2110,0.0,0.0,11.84,2.55,0.0
20201025:2210,0.0,0.0,11.7,2.41,0.0
20201025:2310,0.0,0.0,10.88,2.28,0.0
20201026:0010,0.0,0.0,10.13,2.0,0.0
20201026:0110,0.0,0.0,9.2,1.79,0.0
20201026:0210,0.0,0.0,8.27,1.52,0.0
20201026:0310,0.0,0.0,8.07,1.45,0.0
20201026:0410,0.0,0.0,7.99,1.52,0.0
20201026:0510,0.0,0.0,8.23,1.45,0.0
20201026:0610,0.0,0.0,8.45,1.52,0.0
20201026:0710,16.08,9.23,9.05,1.1,0.0
20201026:0810,20.81,16.36,9.65,0.83,0.0
20201026:0910,52.03,21.86,10.34,1.72,0.0
20201026:1010,44.46,25.23,10.39,2.34,0.0
20201026:1110,66.22,26.08,10.53,2.48,0.0
20201026:1210,214.69,24.31,10.65,2.55,0.0
20201026:1310,81.35,20.14,10.63,2.97,0.0
20201026:1410,35.0,14.0,10.59,2.97,0.0
20201026:1510,17.97,6.41,10.39,2.62,0.0
20201026:1610,0.0,0.0,9.69,2.62,0.0
20201026:1710,0.0,0.0,9.09,2.83,0.0
20201026:1810,0.0,0.0,8.69,3.1,0.0
20201026:1910,0.0,0.0,8.3,3.1,0.0
20201026:2010,0.0,0.0,8.02,3.17,0.0
20201026:2110,0.0,0.0,7.78,3.31,0.0
20201026:2210,0.0,0.0,7.62,3.31,0.0
20201026:2310,0.0,0.0,7.39,3.52,0.0
20201027:0010,0.0,0.0,7.2,3.59,0.0
20201027:0110,0.0,0.0,7.07,3.66,0.0
20201027:0210,0.0,0.0,6.87,3.52,0.0
20201027:0310,0.0,0.0,6.62,3.45,0.0
20201027:0410,0.0,0.0,6.34,3.45,0.0
20201027:0510,0.0,0.0,6.11,3.24,0.0
20201027:0610,0.0,0.0,6.04,3.24,0.0
20201027:0710,163.96,8.94,7.17,3.79,0.0
20201027:0810,63.38,16.06,8.0,5.66,0.0
20201027:0910,47.3,21.54,8.73,5.1,0.0
20201027:1010,103.11,24.9,9.62,5.52,0.0
20201027:1110,106.9,25.74,10.18,5.38,0.0
20201027:1210,97.44,23.98,10.42,4.76,0.0
20201027:1310,71.89,19.81,10.6,5.17,0.0
20201027:1410,53.92,13.69,10.73,5.1,0.0
20201027:1510,217.41,6.12,10.6,4.41,0.0
20201027:1610,0.0,0.0,9.98,4.21,0.0
20201027:1710,0.0,0.0,9.39,4.07,0.0
20201027:1810,0.0,0.0,8.93,4.14,0.0
20201027:1910,0.0,0.0,8.28,4.34,0.0
20201027:2010,0.0,0.0,8.0,4.34,0.0
20201027:2110,0.0,0.0,7.89,4.48,0.0
20201027:2210,0.0,0.0,8.02,4.62,0.0
20201027:2310,0.0,0.0,8.12,4.69,0.0
20201028:0010,0.0,0.0,8.25,4.76,0.0
20201028:0110,0.0,0.0,8.71,4.83,0.0
20201028:0210,0.0,0.0,9.28,4.97,0.0
20201028:0310,0.0,0.0,9.5,5.1,0.0
20201028:0410,0.0,0.0,9.41,5.03,0.0
20201028:0510,0.0,0.0,9.46,4.76,0.0
20201028:0610,0.0,0.0,9.6,4.41,0.0
20201028:0710,56.66,8.67,9.34,3.66,0.0
20201028:0810,213.24,15.76,9.6,3.45,0.0
20201028:0910,339.69,21.22,9.84,3.59,0.0
20201028:1010,602.12,24.56,10.07,3.93,0.0
20201028:1110,191.84,25.41,10.97,4.55,0.0
20201028:1210,457.27,23.64,11.76,4.07,0.0
20201028:1310,84.19,19.49,12.43,4.28,0.0
20201028:1410,95.52,13.39,12.12,4.97,0.0
20201028:1510,39.87,5.83,11.55,4.34,0.0
20201028:1610,0.0,0.0,10.98,4.0,0.0
20201028:1710,0.0,0.0,10.19,3.93,0.0
20201028:1810,0.0,0.0,9.84,4.0,0.0
20201028:1910,0.0,0.0,9.37,4.07,0.0
20201028:2010,0.0,0.0,9.29,4.48,0.0
20201028:2110,0.0,0.0,9.41,4.55,0.0
20201028:2210,0.0,0.0,9.41,4.83,0.0
20201028:2310,0.0,0.0,9.38,5.03,0.0
20201029:0010,0.0,0.0,9.33,5.31,0.0
20201029:0110,0.0,0.0,9.52,5.52,0.0
20201029:0210,0.0,0.0,9.46,5.45,0.0
20201029:0310,0.0,0.0,9.28,5.45,0.0
20201029:0410,0.0,0.0,9.22,4.83,0.0
20201029:0510,0.0,0.0,8.56,4.41,0.0
20201029:0610,0.0,0.0,7.94,4.41,0.0
20201029:0710,73.74,8.39,8.07,4.28,0.0
20201029:0810,319.96,15.46,8.44,4.48,0.0
20201029:0910,533.32,20.91,8.77,5.1,0.0
20201029:1010,556.59,24.23,9.33,5.79,0.0
20201029:1110,151.41,25.07,9.69,6.0,0.0
20201029:1210,177.59,23.31,10.21,5.66,0.0
20201029:1310,143.09,19.18,10.6,5.52,0.0
20201029:1410,347.06,13.09,10.64,5.03,0.0
20201029:1510,97.78,5.55,10.25,4.48,0.0
20201029:1610,0.0,0.0,9.29,3.86,0.0
20201029:1710,0.0,0.0,9.02,3.59,0.0
20201029:1810,0.0,0.0,8.64,3.38,0.0
20201029:1910,0.0,0.0,8.49,3.45,0.0
20201029:2010,0.0,0.0,8.32,3.17,0.0
20201029:2110,0.0,0.0,8.26,2.76,0.0
20201029:2210,0.0,0.0,8.19,2.76,0.0
20201029:2310,0.0,0.0,8.38,3.24,0.0
20201030:0010,0.0,0.0,8.8,3.72,0.0
20201030:0110,0.0,0.0,9.19,4.41,0.0
20201030:0210,0.0,0.0,9.62,4.69,0.0
20201030:0310,0.0,0.0,9.95,4.62,0.0
20201030:0410,0.0,0.0,10.29,4.69,0.0
20201030:0510,0.0,0.0,10.69,4.83,0.0
20201030:0610,0.0,0.0,11.05,4.97,0.0
20201030:0710,35.0,8.11,11.33,5.03,0.0
20201030:0810,41.62,15.17,11.66,5.24,0.0
20201030:0910,35.95,20.6,11.84,5.24,0.0
20201030:1010,112.57,23.91,12.02,5.31,0.0
20201030:1110,119.19,24.74,12.08,5.31,0.0
20201030:1210,93.65,22.99,12.15,5.31,0.0
20201030:1310,61.49,18.87,12.27,5.24,0.0
20201030:1410,97.37,12.79,12.36,5.24,0.0
20201030:1510,4.73,5.27,12.4,5.03,0.0
20201030:1610,0.0,0.0,12.38,4.76,0.0
20201030:1710,0.0,0.0,12.37,4.55,0.0
20201030:1810,0.0,0.0,12.36,4.41,0.0
20201030:1910,0.0,0.0,12.07,4.48,0.0
20201030:2010,0.0,0.0,11.98,4.28,0.0
20201030:2110,0.0,0.0,11.86,4.07,0.0
20201030:2210,0.0,0.0,11.82,3.86,0.0
20201030:2310,0.0,0.0,11.81,3.72,0.0
20201031:0010,0.0,0.0,11.82,3.66,0.0
20201031:0110,0.0,0.0,11.76,3.52,0.0
20201031:0210,0.0,0.0,11.78,3.45,0.0
20201031:0310,0.0,0.0,11.76,3.24,0.0
20201031:0410,0.0,0.0,11.73,2.97,0.0
20201031:0510,0.0,0.0,11.69,2.69,0.0
20201031:0610,0.0,0.0,11.61,2.34,0.0
20201031:0710,73.86,7.83,11.49,2.0,0.0
20201031:0810,158.02,14.87,11.89,2.07,0.0
20201031:0910,98.38,20.29,12.4,2.28,0.0
20201031:1010,94.6,23.58,13.03,2.0,0.0
20201031:1110,70.95,24.41,13.51,1.66,0.0
20201031:1210,251.16,22.67,13.91,1.72,0.0
20201031:1310,65.27,18.56,14.8,2.41,0.0
20201031:1410,37.84,12.5,14.6,2.28,0.0
20201031:1510,25.9,4.99,14.25,2.41,0.0
20201031:1610,0.0,0.0,13.37,2.48,0.0
20201031:1710,0.0,0.0,12.35,2.83,0.0
20201031:1810,0.0,0.0,11.56,3.1,0.0
20201031:1910,0.0,0.0,10.07,2.41,0.0
20201031:2010,0.0,0.0,9.8,2.34,0.0
20201031:2110,0.0,0.0,9.5,2.41,0.0
20201031:2210,0.0,0.0,9.31,2.41,0.0
20201031:2310,0.0,0.0,9.63,2.41,0.0
20201101:0010,0.0,0.0,10.18,2.28,0.0
20201101:0110,0.0,0.0,10.26,2.28,0.0
20201101:0210,0.0,0.0,10.27,2.41,0.0
20201101:0310,0.0,0.0,10.34,2.34,0.0
20201101:0410,0.0,0.0,10.76,2.34,0.0
20201101:0510,0.0,0.0,11.02,2.62,0.0
20201101:0610,0.0,0.0,10.98,2.69,0.0
20201101:0710,17.03,7.56,10.58,2.76,0.0
20201101:0810,96.4,14.58,11.14,2.69,0.0
20201101:0910,58.65,19.98,11.45,2.97,0.0
20201101:1010,225.96,23.26,11.96,3.38,0.0
20201101:1110,39.73,24.09,12.9,3.59,0.0
20201101:1210,75.68,22.35,14.05,4.0,0.0
20201101:1310,81.35,18.26,14.24,3.79,0.0
20201101:1410,14.19,12.22,14.13,4.28,0.0
20201101:1510,16.08,4.73,13.93,4.21,0.0
20201101:1610,0.0,0.0,13.91,4.41,0.0
20201101:1710,0.0,0.0,14.11,4.55,0.0
20201101:1810,0.0,0.0,14.31,4.48,0.0
20201101:1910,0.0,0.0,14.05,4.69,0.0
20201101:2010,0.0,0.0,14.15,4.62,0.0
20201101:2110,0.0,0.0,14.24,4.55,0.0
20201101:2210,0.0,0.0,14.29,4.55,0.0
20201101:2310,0.0,0.0,14.42,4.69,0.0
20201102:0010,0.0,0.0,14.6,4.83,0.0
20201102:0110,0.0,0.0,14.76,4.97,0.0
20201102:0210,0.0,0.0,14.76,5.03,0.0
20201102:0310,0.0,0.0,14.76,5.17,0.0
20201102:0410,0.0,0.0,14.85,5.31,0.0
20201102:0510,0.0,0.0,15.0,5.45,0.0
20201102:0610,0.0,0.0,15.16,5.31,0.0
20201102:0710,24.6,7.29,15.52,5.45,0.0
20201102:0810,81.31,14.29,15.93,5.72,0.0
20201102:0910,164.35,19.67,16.5,6.0,0.0
20201102:1010,118.57,22.95,17.15,5.45,0.0
20201102:1110,169.65,23.77,17.73,6.21,0.0
20201102:1210,127.82,22.04,18.06,6.76,0.0
20201102:1310,347.81,17.96,18.23,6.14,0.0
20201102:1410,348.6,11.94,18.28,5.79,0.0
20201102:1510,24.51,4.46,17.85,5.17,0.0
20201102:1610,0.0,0.0,17.31,4.83,0.0
20201102:1710,0.0,0.0,17.3,4.69,0.0
20201102:1810,0.0,0.0,17.36,4.62,0.0
20201102:1910,0.0,0.0,17.41,4.83,0.0
20201102:2010,0.0,0.0,17.46,4.83,0.0
20201102:2110,0.0,0.0,17.04,4.76,0.0
20201102:2210,0.0,0.0,16.09,4.55,0.0
20201102:2310,0.0,0.0,14.35,4.62,0.0
20201103:0010,0.0,0.0,12.64,3.93,0.0
20201103:0110,0.0,0.0,11.88,3.72,0.0
20201103:0210,0.0,0.0,10.9,3.52,0.0
20201103:0310,0.0,0.0,10.03,3.52,0.0
20201103:0410,0.0,0.0,9.17,3.38,0.0
20201103:0510,0.0,0.0,8.59,3.17,0.0
20201103:0610,0.0,0.0,8.31,2.9,0.0
20201103:0710,135.06,7.01,8.61,2.76,0.0
20201103:0810,136.45,14.01,9.4,2.62,0.0
20201103:0910,588.51,19.37,9.91,3.1,0.0
20201103:1010,693.25,22.63,10.67,3.1,0.0
20201103:1110,809.93,23.45,11.14,2.62,0.0
20201103:1210,526.48,21.73,11.5,2.41,0.0
20201103:1310,311.98,17.67,11.6,2.41,0.0
20201103:1410,40.68,11.66,11.45,2.34,0.0
20201103:1510,16.08,4.2,11.14,2.21,0.0
20201103:1610,0.0,0.0,10.62,2.28,0.0
20201103:1710,0.0,0.0,10.26,2.55,0.0
20201103:1810,0.0,0.0,10.04,2.97,0.0
20201103:1910,0.0,0.0,9.87,3.31,0.0
20201103:2010,0.0,0.0,9.61,3.59,0.0
20201103:2110,0.0,0.0,9.45,3.72,0.0
20201103:2210,0.0,0.0,9.12,3.59,0.0
20201103:2310,0.0,0.0,8.65,3.31,0.0
20201104:0010,0.0,0.0,8.08,3.17,0.0
20201104:0110,0.0,0.0,7.34,3.1,0.0
20201104:0210,0.0,0.0,6.71,2.97,0.0
20201104:0310,0.0,0.0,5.92,2.76,0.0
20201104:0410,0.0,0.0,5.23,2.55,0.0
20201104:0510,0.0,0.0,4.63,2.34,0.0
20201104:0610,0.0,0.0,4.13,2.34,0.0
20201104:0710,133.03,6.74,4.14,2.41,0.0
